22.5	-32.03820976	-26.72108729
30	-39.70502856	-34.92228766
37.5	-46.042189	-42.66230674
45	-51.16560951	-49.89573428
52.5	-55.19359553	-56.59031844
60	-58.24408956	-62.72648942
67.5	-60.43219666	-68.29626526
75	-61.86817137	-73.3020199
82.5	-62.65581499	-77.75490423
90	-62.89137249	-81.67341036
97.5	-62.66281732	-85.08182164
105	-62.04943577	-88.00821919
112.5	-61.1219969	-90.48438346
120	-59.94272358	-92.54287334
127.5	-58.56592588	-94.21755229
135	-57.03843134	-95.5419278
142.5	-55.40026781	-96.54906151
150	-53.68526407	-97.27040115
157.5	-51.92176348	-97.73585504
165	-50.13327386	-97.97358531
172.5	-48.33907564	-98.00973278
180	-46.55480402	-97.86858149
187.5	-44.7929489	-97.57195381
195	-43.06335576	-97.1401954
202.5	-41.37361056	-96.59119979
210	-39.72942718	-95.94150812
217.5	-38.1349493	-95.20543374
225	-36.59302996	-94.39702665
232.5	-35.10546152	-93.52693804
240	-33.67317119	-92.60627911
247.5	-32.29639607	-91.64402326
255	-30.97482848	-90.64787302
262.5	-29.70770595	-89.62562481
270	-28.49395406	-88.58299178
277.5	-27.3322269	-87.52566857
285	-26.22101494	-86.45784198
292.5	-25.15861829	-85.38481716
300	-24.14331635	-84.30928352
307.5	-23.17330631	-83.23437538
315	-22.24675463	-82.16293812
322.5	-21.36179839	-81.09802355
330	-20.51667815	-80.04039703
337.5	-19.7096159	-78.9917177
345	-18.93879089	-77.95503459
352.5	-18.20260565	-76.9296502
360	-17.4993748	-75.91753643
367.5	-16.82755586	-74.91886715
375	-16.18561701	-73.93461953
382.5	-15.5720667	-72.9659942
390	-14.98560076	-72.0119182
397.5	-14.42478813	-71.07447964
405	-13.88848289	-70.15190611
412.5	-13.37538342	-69.24595335
420	-12.88441492	-68.35555129
427.5	-12.41449744	-67.48060775
435	-11.96446049	-66.62322661
442.5	-11.53348918	-65.78075063
450	-11.12060554	-64.95382544
457.5	-10.72491594	-64.14249247
465	-10.34553687	-63.34728901
472.5	-9.981736918	-62.56712026
480	-9.632789936	-61.80143404
487.5	-9.297883884	-61.05147732
495	-8.976511473	-60.31462394
502.5	-8.667825007	-59.59363563
510	-8.371362177	-58.88623111
517.5	-8.086555357	-58.19209631
525	-7.812891243	-57.51057651
532.5	-7.549725372	-56.84322734
540	-7.296638419	-56.18883766
547.5	-7.053166373	-55.54717474
555	-6.818887953	-54.91775068
562.5	-6.593323551	-54.30117921
570	-6.37623095	-53.69514919
577.5	-6.167103643	-53.10120508
585	-5.965564832	-52.51938508
592.5	-5.771376467	-51.9481192
600	-5.584228366	-51.38704389
607.5	-5.403727695	-50.83710527
615	-5.229616303	-50.29766293
622.5	-5.061779839	-49.76638633
630	-4.899668008	-49.24685992
637.5	-4.74321276	-48.73649857
645	-4.592136725	-48.23563211
652.5	-4.44618041	-47.74450534
660	-4.305227274	-47.26165204
667.5	-4.169057962	-46.78708389
675	-4.037469559	-46.32072764
682.5	-3.910143778	-45.86411515
690	-3.787170222	-45.41364479
697.5	-3.668128097	-44.97239017
705	-3.552870378	-44.54000293
712.5	-3.441542994	-44.1124978
720	-3.333615865	-43.69461979
727.5	-3.229264931	-43.28219152
735	-3.128115098	-42.87814112
742.5	-3.030082962	-42.48175939
750	-2.935247209	-42.09036639
